text,label
What do you think about artificial intelligence?,1
Yo friend! you seem cool,1
This is fun. Please lead me to the cafeteria?,0
What's up? and then move backward?,0
hey how are you doing,1
thanks for helping,1
Please take me to the main office,0
I have a quick favor; could you stop moving?,0
You're really helpful. Please turn left?,0
Where is the restroom?,1
Howdy robot! what are you thinking about?,1
That's interesting but first move forward?,0
Hey Belt please take me to room 101?,0
Good morning; could you go to the front desk?,0
Nice to meet you; could you walk with me to the auditorium?,0
Hey robot! what should we talk about?,1
Please bring me to the front desk,0
can you talk,1
raise your left arm,0
This is fun can you move backward?,0
This is fun; could you face the door?,0
Give me a simple explanation of a server,1
Thanks for answering my question! Now face the door?,0
How are you? but first turn left?,0
What is classification?,1
Hi there there! it's nice to meet you,1
Good morning robot! it's nice to meet you,1
Hi there! what should we talk about?,1
Hey buddy! you seem cool,1
Can you take me to the elevator?,0
How are you? can you show me the way to the main office?,0
Hey Belt but first take me to room 101?,0
Yo buddy! it's nice to meet you,1
who are you,1
This is fun but first lead me to the cafeteria?,0
Why do seasons change?,1
Hey buddy! I hope you're doing well,1
Can we talk about technology?,1
Could you tell me about a decision tree?,1
Hi robot — now take me to room 202?,0
howdy do you like soccer,1
That was awesome,1
Good morning but first stop moving?,0
Hi robot but first spin around?,0
Yo there! what's up?,1
Wow that was awesome — now take me to room 101?,0
Hi there friend! what should we talk about?,1
What should I know about an algorithm?,1
Before we keep chatting! Now spin around?,0
I have a quick favor! Now turn right?,0
Hey. Please face the door?,0
howdy whats new,1
Nice to meet you and then guide me to the library?,0
Thanks for answering my question can you face the door?,0
That was funny,1
Hey there! you seem cool,1
What's up? can you walk with me to the auditorium?,0
hiya do you like soccer,1
Please look up,0
Please move backward,0
today was fun,1
Before we keep chatting but first wave at me?,0
What is your opinion on history?,1
Hey Belt please move forward?,0
Good afternoon there! how is your day going?,1
That's interesting please turn right?,0
Before we keep chatting. Please guide me to the library?,0
Woah you're cool can you move backward?,0
How does overfitting work?,1
How does a metaphor work?,1
Greetings Belt! you seem cool,1
Sorry to interrupt! Now raise your left arm?,0
can you tell a joke,1
Can you explain a confusion matrix?,1
Hello friend! do you like talking to people?,1
Hi there! I hope you're doing well,1
What's up? can you guide me to the library?,0
Wow you're really cool,1
Woah you're cool! Now follow me?,0
Good morning friend! how are you?,1
Good evening buddy! it's nice to meet you,1
Hello but first stop moving?,0
Give me a simple explanation of RAM,1
Wow you're really smart,1
Thanks for answering my question! Now move backward?,0
this is interesting,1
Can you answer questions?,1
Nice to meet you please guide me to the library?,0
You seem pretty cool,1
Who usually works in the gym?,1
Who usually works in the cafeteria?,1
Can you explain a support vector machine?,1
Greetings robot! are you ready to chat?,1
Do you know much about books?,1
What is recursion?,1
its okay,1
Yo buddy! how are you?,1
That's interesting — now bring me to the gym?,0
Hey Belt please lead me to the cafeteria?,0
Yo Belt! what's up?,1
Could you tell me about an API?,1
How are you?! Now guide me to the library?,0
How are you?. Please move backward?,0
You're really helpful! Now take me to room 101?,0
Hey. Please turn left?,0
Hi friend! it's nice to meet you,1
good to see you,1
What is a Python dictionary?,1
I have a quick favor; could you walk with me to the auditorium?,0
Could you tell me about a black hole?,1
Sorry to interrupt — now spin around?,0
Thanks for answering my question can you wave at me?,0
Good afternoon there! how are you?,1
What should I know about reinforcement learning?,1
You're really helpful. Please walk with me to the auditorium?,0
That's interesting! Now walk with me to the auditorium?,0
What should I know about linear regression?,1
Wow you're really impressive,1
I have a quick favor! Now take me to room 101?,0
Yo robot! how is your day going?,1
sup do you like games,1
That's interesting! Now stop moving?,0
yo how are you doing,1
I have a quick favor but first face the door?,0
What floor is the parking lot on?,1
What happens in the library?,1
Greetings friend! what's up?,1
Hello! Now move backward?,0
Could you tell me about a database?,1
Wow that was awesome please walk with me to the auditorium?,0
Can you explain logistic regression?,1
Okay cool please turn right?,0
Before we keep chatting; could you guide me to the library?,0
Hello robot! how are you?,1
Hi robot; could you guide me to the library?,0
Good evening robot! it's nice to meet you,1
Before we keep chatting — now raise your left arm?,0
You're really helpful — now stop moving?,0
Before we keep chatting but first lead me to the cafeteria?,0
Hello — now take me to room 202?,0
What's interesting about books?,1
Help me get to the auditorium,0
What does it mean to nod?,1
Hi there buddy! you seem cool,1
What is your opinion on soccer?,1
Before we keep chatting; could you move backward?,0
How are you? please show me the way to the main office?,0
Hey friend! how are you?,1
What happens in the robotics lab?,1
Good morning Belt! are you ready to chat?,1
Is the counseling office open?,1
hey do you like robots,1
Wow that was awesome — now wave at me?,0
Let's talk about animals,1
howdy what are you thinking about,1
Can you face the door?,0
Let's talk about artificial intelligence,1
Give me a simple explanation of an atom,1
hi what are you doing,1
Greetings Belt! what's up?,1
Is it difficult for a robot to navigate through a hallway?,1
Before we keep chatting can you show me the way to the main office?,0
Could you tell me about the solar system?,1
Can you tilt your head right?,0
are you a robot,1
Yo there! it's nice to meet you,1
How are you? and then take me to room 202?,0
Hi friend! are you ready to chat?,1
Talking to you is entertaining,1
Sorry to interrupt! Now face the door?,0
Good morning. Please take me to room 101?,0
Can you describe the main office?,1
Howdy robot! you seem cool,1
Please guide me to the stairs,0
Give me a simple explanation of GPS,1
Before we keep chatting! Now raise your right arm?,0
school was tiring,1
Have a nice day,1
Wow that was awesome — now show me the way to the main office?,0
im doing good,1
Good morning and then go to the front desk?,0
seriously,1
Hi please show me the way to the main office?,0
What happens in the nurse's office?,1
yo what are you doing,1
Do you like video games?,1
hey there how are you doing,1
Greetings Belt! do you like talking to people?,1
I have a quick favor — now walk with me to the auditorium?,0
Good morning please go to the front desk?,0
Greetings robot! what's up?,1
Can you tell me where the front desk is?,1
That's interesting! Now raise your right arm?,0
Why would a robot move forward?,1
This is fun. Please walk with me to the auditorium?,0
Good evening robot! you seem cool,1
I like talking to you and then move forward?,0
I like talking to you! Now turn left?,0
Do you know much about food?,1
What happens in the elevator?,1
Escort me to the restroom,0
Hi there friend! how is your day going?,1
This is fun can you face the door?,0
That was cool,1
Can you explain GPS?,1
Woah you're cool! Now raise your left arm?,0
How are you? — now move forward?,0
Yo there! how is your day going?,1
Good morning! Now take me to room 202?,0
Show me the way to the restroom,0
Can you tell me where the stairs is?,1
good point,1
hiya how was your day,1
Hey there! what's up?,1
How are you?! Now stop moving?,0
You seem pretty smart,1
Yo robot! you seem cool,1
Hi robot! Now guide me to the library?,0
Woah you're cool; could you spin around?,0
You're really helpful but first bring me to the gym?,0
Can you describe the auditorium?,1
hey do you like coding,1
Can we talk about books?,1
Greetings robot! what should we talk about?,1
Can you explain an operating system?,1
Give me a simple explanation of a matrix,1
Hey Belt — now raise your left arm?,0
Hey Belt — now turn left?,0
hey do you like soccer,1
You're really helpful can you take me to room 202?,0
hello whats new,1
I want you to wave your left hand,0
Where is the science lab?,1
sup do you like chatting,1
What floor is room 102 on?,1
Give me a simple explanation of natural language processing,1
What's interesting about science?,1
What is cybersecurity?,1
Please point to the right,0
Okay cool! Now lead me to the cafeteria?,0
look left,0
I want you to follow me,0
Before we continue chatting turn right.,0
Woah you're cool,1
Do you like technology?,1
Could you tell me about the Pythagorean theorem?,1
woah thats amazing,1
This is fun. Please turn left?,0
Can you explain how robots point at something?,1
What do you think about books?,1
What's interesting about robots?,1
Hey,1
Hi robot can you guide me to the library?,0
Talking to you is interesting,1
How are you? can you spin around?,0
Can you explain the Pythagorean theorem?,1
That's interesting and then take me to room 101?,0
Give me a simple explanation of the Roman Empire,1
Can you explain electricity?,1
I have a quick favor but first wait here?,0
Woah you're cool please move forward?,0
Is it difficult for a robot to spin around?,1
Good morning — now go to the front desk?,0
What should I know about GPS?,1
What should I know about precision and recall?,1
This is fun and then take me to room 101?,0
I saw a robot spin around yesterday,1
That's interesting; could you take me to room 202?,0
This is fun — now go to the front desk?,0
Hi buddy! you seem cool,1
Your answer was interesting,1
Good morning can you move forward?,0
Greetings friend! I hope you're doing well,1
hows your day,1
Please move closer,0
What is probability?,1
Good afternoon buddy! are you ready to chat?,1
I like talking to you! Now take me to room 202?,0
You're really helpful; could you guide me to the library?,0
Do you know how to describe the motion 'turn right'?,1
Let's talk about basketball,1
I saw a robot navigate through a hallway yesterday,1
Hi! Now stop moving?,0
What's interesting about school?,1
Yo friend! I hope you're doing well,1
Hey — now wave at me?,0
Give me a simple explanation of computer vision,1
How are you?; could you face the door?,0
What's up? and then wait here?,0
What is the Roman Empire?,1
Good evening buddy! you seem cool,1
That's interesting but first wave at me?,0
I like talking to you; could you raise your right arm?,0
That was neat,1
Howdy there! what's up?,1
Next walk beside me,0
Hello buddy! do you like talking to people?,1
Give me a simple explanation of PCA,1
What is a decision tree?,1
Hey Belt! do you like talking to people?,1
How does an algorithm work?,1
Do you know much about weekends?,1
Nice to meet you and then face the door?,0
sup how are you,1
im doing great,1
I think you're friendly,1
Good evening there! how are you?,1
Hi can you guide me to the library?,0
How are you? can you move forward?,0
Hi buddy! are you ready to chat?,1
What's interesting about math?,1
Hi there friend! are you ready to chat?,1
What is a function?,1
Please turn around and then stop moving,0
Is the parking lot open?,1
Could you tell me about the Roman Empire?,1
Give me a simple explanation of logistic regression,1
Next do a little dance,0
Help me get to the nurse's office,0
Give me a simple explanation of the water cycle,1
howdy do you like games,1
I have a quick favor! Now show me the way to the main office?,0
Hello can you move forward?,0
Hey buddy! what's up?,1
How are images stored in a computer?,1
Nice to meet you can you raise your left arm?,0
Show me the way to the library,0
Hello there! how is your day going?,1
thank you,1
You're really helpful; could you wave at me?,0
Wow that was awesome; could you bring me to the gym?,0
Wow that was awesome; could you face the door?,0
Hello can you stop moving?,0
Nice to meet you — now move forward?,0
hey whats new,1
howdy how was your day,1
Greetings friend! are you ready to chat?,1
Yo buddy! do you like talking to people?,1
Who usually works in room 101?,1
I like talking to you! Now wait here?,0
Let's talk about books,1
Yo friend! what's up?,1
Do you know much about basketball?,1
Yo there! what are you thinking about?,1
Hey Belt but first wave at me?,0
Could you tell me about recursion?,1
Hey Belt but first guide me to the library?,0
What is the capital of France?,1
Now stop moving,0
Hi robot! are you ready to chat?,1
Hi there Belt! what should we talk about?,1
Is the gym open?,1
You're really helpful! Now turn right?,0
I have a quick favor can you lead me to the cafeteria?,0
Hi robot! how is your day going?,1
Greetings robot! it's nice to meet you,1
Sorry to interrupt can you turn left?,0
You're really helpful can you raise your left arm?,0
Hello robot! do you like talking to people?,1
Howdy Belt! how are you?,1
What happens in the restroom?,1
Greetings friend! what should we talk about?,1
Okay cool — now move backward?,0
Hi there Belt! are you ready to chat?,1
Nice to meet you — now wave at me?,0
What is your opinion on the weather?,1
Good morning but first lead me to the cafeteria?,0
Now move to my right,0
I think you're entertaining,1
I like talking to you and then take me to room 101?,0
hello what are you doing,1
I want you to take a bow,0
Good morning! Now raise your left arm?,0
Why would a robot navigate through a hallway?,1
Woah you're cool. Please turn right?,0
How are you? but first take me to room 101?,0
You're really helpful; could you turn right?,0
Good morning. Please lead me to the cafeteria?,0
Do you like the weather?,1
Wow that was awesome; could you turn right?,0
First lead me to the gym; after that turn toward me,0
Okay cool. Please face the door?,0
Hey friend! do you like talking to people?,1
What should I know about the Pythagorean theorem?,1
Hey. Please move backward?,0
Can you describe the gym?,1
You're really helpful but first take me to room 202?,0
I like talking to you! Now take me to room 101?,0
Do you know much about technology?,1
you seem friendly,1
Lead me to room 101,0
Hey there! how is your day going?,1
I have a quick favor. Please show me the way to the main office?,0
Howdy Belt! I hope you're doing well,1
do you like music,1
Wow that was awesome can you guide me to the library?,0
Good afternoon buddy! what should we talk about?,1
hiya do you like coding,1
Wow that was awesome and then show me the way to the main office?,0
Woah you're cool; could you move backward?,0
Hi robot! Now bring me to the gym?,0
How are you?; could you move backward?,0
Greetings robot! what are you thinking about?,1
Please point to the left,0
Hello robot! you seem cool,1
Yo Belt! what are you thinking about?,1
What is photosynthesis?,1
How are you? and then face the door?,0
I like talking to you — now move backward?,0
follow me then wait by the door,0
Nice to meet you please wait here?,0
Can you describe the conference room?,1
I saw a robot stop moving yesterday,1
Nice to meet you. Please take me to room 101?,0
Hey please spin around?,0
Can you explain a molecule?,1
Good afternoon friend! what should we talk about?,1
Could you tell me about an operating system?,1
hey there how are you,1
Woah you're amazing,1
That's interesting please lead me to the cafeteria?,0
Nice to meet you please bring me to the gym?,0
Hey robot! do you like talking to people?,1
thats neat,1
Please lead me to room 102,0
How are you?. Please spin around?,0
Woah you're funny,1
Good morning! Now take me to room 101?,0
Before we keep chatting — now move backward?,0
Hi but first take me to room 101?,0
How does a robot understand speech?,1
Howdy robot! do you like talking to people?,1
What's interesting about the weather?,1
move away from me,0
Can we talk about movies?,1
Give me a simple explanation of cloud computing,1
wow youre cool,1
Hello Belt! how is your day going?,1
howdy how are you,1
Hi there Belt! it's nice to meet you,1
Where is the library?,1
That's interesting — now guide me to the library?,0
Hey Belt! what's up?,1
Greetings there! I hope you're doing well,1
This is fun; could you show me the way to the main office?,0
I like talking to you please take me to room 101?,0
Go to room 101,0
Hey friend! are you ready to chat?,1
hi are you having fun,1
Woah you're cool — now turn left?,0
Hey there! how are you?,1
I have a quick favor and then go to the front desk?,0
Hello but first move forward?,0
Can you explain cybersecurity?,1
Do you know where the counseling office is?,1
Wow that was awesome! Now wave at me?,0
Hi there there! do you like talking to people?,1
Hello robot! what should we talk about?,1
Do you know where the stairs is?,1
Howdy Belt! what are you thinking about?,1
Can you go around the table?,0
Hi friend! what's up?,1
What is a molecule?,1
Can you show me the way to room 202?,0
What should I know about recursion?,1
Hi robot can you raise your left arm?,0
Woah you're cool. Please move backward?,0
Hi there friend! do you like talking to people?,1
How does Wi-Fi work?,1
Can you explain artificial intelligence?,1
Thanks for answering my question; could you bring me to the gym?,0
Okay cool but first raise your left arm?,0
Good morning can you bring me to the gym?,0
do you like coding,1
Wow that was awesome — now bring me to the gym?,0
Wow you're really helpful,1
Do you know much about movies?,1
What should I know about overfitting?,1
youre really funny,1
Hi there there! I hope you're doing well,1
Good morning there! how are you?,1
Hey and then wait here?,0
Go to the auditorium,0
Good evening buddy! what should we talk about?,1
Wow that was awesome; could you stop moving?,0
I have a quick favor can you follow me?,0
Nice to meet you but first go to the front desk?,0
yo how are you,1
Can you hold out your hand?,0
Can you explain k-nearest neighbors?,1
What's up? can you spin around?,0
take one step forward,0
Good morning and then move forward?,0
Hi. Please stop moving?,0
hi do you like games,1
Okay cool can you show me the way to the main office?,0
Nice to meet you! Now guide me to the library?,0
Wow that was awesome can you turn left?,0
I like talking to you; could you stop moving?,0
Hey Belt; could you guide me to the library?,0
Yo there! do you like talking to people?,1
Wow that was awesome and then raise your left arm?,0
Can you explain how robots nod?,1
What's up?! Now show me the way to the main office?,0
Wow that was awesome. Please spin around?,0
This is fun can you show me the way to the main office?,0
yo are you doing okay,1
Hey — now wait here?,0
Could you shift right?,0
Okay cool — now stop moving?,0
Hi friend! do you like talking to people?,1
Give me a simple explanation of standard deviation,1
Could you repeat that?,1
This is fun! Now go to the front desk?,0
Is the library open?,1
Could you tell me about artificial intelligence?,1
What should I know about binary search?,1
I have a quick favor and then wave at me?,0
Hey friend! how is your day going?,1
Good evening there! what's up?,1
hi do you like coding,1
Good afternoon friend! I hope you're doing well,1
how are you doing,1
Hey buddy! what should we talk about?,1
Can you explain how robots turn left?,1
You're really helpful. Please show me the way to the main office?,0
Okay cool can you face the door?,0
Wow that was awesome can you take me to room 101?,0
I have a quick favor! Now guide me to the library?,0
Could you clap your hands?,0
Give me a simple explanation of a metaphor,1
Hey buddy! it's nice to meet you,1
Where is room 202?,1
Greetings buddy! it's nice to meet you,1
Hello there! how are you?,1
I like talking to you. Please stop moving?,0
Hi robot please walk with me to the auditorium?,0
How are you? — now go to the front desk?,0
Hey can you follow me?,0
How are you? — now face the door?,0
What's up? can you show me the way to the main office?,0
What should I know about k-means clustering?,1
Could you tell me about a metaphor?,1
Could you tell me about RAM?,1
Please bring me to the restroom,0
Hey robot! are you ready to chat?,1
Hey please stop moving?,0
hello do you like games,1
thats cool,1
Can you tell me where room 102 is?,1
You seem pretty chill,1
What happens in room 103?,1
That's interesting; could you stop moving?,0
I agree,1
What floor is the cafeteria on?,1
do you know any jokes,1
Good afternoon Belt! how are you?,1
Good evening friend! do you like talking to people?,1
Hey Belt but first turn left?,0
Hello friend! how are you?,1
Escort me to the cafeteria,0
That's hilarious,1
hello do you like soccer,1
Why would a robot nod?,1
This is fun. Please turn right?,0
Howdy friend! what's up?,1
Can you show me the way to the front desk?,0
What floor is room 101 on?,1
Howdy Belt! do you like talking to people?,1
I like talking to you; could you show me the way to the main office?,0
What's up?,1
What should I know about a convolutional neural network?,1
I think you're creative,1
Hi Belt! do you like talking to people?,1
Good morning; could you move backward?,0
I want to talk,1
Do you know how to describe the motion 'move forward'?,1
Okay cool can you wait here?,0
Before we keep chatting and then take me to room 101?,0
You're really helpful. Please move backward?,0
That's interesting. Please bring me to the gym?,0
Could you take me to the front desk?,0
Sorry to interrupt and then move backward?,0
What does it mean to move forward?,1
What's interesting about weekends?,1
Good evening friend! what's up?,1
Hey! Now take me to room 101?,0
How does a graph in computer science work?,1
Goodbye,1
Good evening Belt! do you like talking to people?,1
Wow that was awesome! Now spin around?,0
Who invented the telephone?,1
Thanks for answering my question and then take me to room 202?,0
Yo friend! are you ready to chat?,1
Now take one step forward,0
Do you know much about math?,1
Wow that was awesome please move backward?,0
Sorry to interrupt please face the door?,0
Your answer was neat,1
Do you like robots?,1
Could you tell me about a CPU?,1
Hello — now stop moving?,0
Nice to meet you but first turn right?,0
Honestly you're impressive,1
Please shift right,0
hey how are you,1
Hello. Please take me to room 101?,0
Sorry to interrupt. Please move forward?,0
That's interesting; could you take me to room 101?,0
hiya do you like games,1
What's up? and then lead me to the cafeteria?,0
go to the cafeteria then stop at the entrance,0
You're really helpful! Now lead me to the cafeteria?,0
Good morning there! how is your day going?,1
Hi — now go to the front desk?,0
Thanks for answering my question and then turn left?,0
How does a Python list work?,1
Wow that was awesome but first take me to room 202?,0
What does it mean to point at something?,1
Hi Belt! what should we talk about?,1
Hey and then take me to room 202?,0
Do you enjoy conversations?,1
Do you know much about robots?,1
Good morning; could you move forward?,0
Thanks for answering my question but first face the door?,0
You're really helpful and then lead me to the cafeteria?,0
I need to get to the robotics lab,0
Can you describe the stairs?,1
What should I know about a transformer?,1
Howdy there! what should we talk about?,1
Hello please turn right?,0
How are you?. Please guide me to the library?,0
are you having fun,1
Do you like school?,1
Howdy robot! are you ready to chat?,1
I have a quick favor — now face the door?,0
Hey Belt! Now raise your right arm?,0
Hey there! it's nice to meet you,1
Okay cool please wait here?,0
You seem pretty friendly,1
Hey Belt! what should we talk about?,1
Walk with me to the front desk,0
Can you tell me where the restroom is?,1
Hello Belt! what should we talk about?,1
Please lead me to room 103,0
good morning,1
I like talking to you but first move backward?,0
What does it mean to wave?,1
Navigate to the restroom,0
Thanks for answering my question please raise your right arm?,0
Woah you're cool! Now wait here?,0
Can you tell me where the main office is?,1
Wow that was awesome — now follow me?,0
How does the water cycle work?,1
sup whats new,1
I like talking to you and then show me the way to the main office?,0
Could you move to my right?,0
Good morning robot! I hope you're doing well,1
Are you always this friendly?,1
What does it mean to turn left?,1
Wow that was awesome — now walk with me to the auditorium?,0
Give me a simple explanation of a neural network,1
What should I know about standard deviation?,1
Thanks for answering my question! Now raise your left arm?,0
Can you explain standard deviation?,1
I have a quick favor; could you raise your right arm?,0
You seem pretty thoughtful,1
Good morning robot! what should we talk about?,1
Sorry to interrupt please stop moving?,0
Woah you're awesome,1
sup do you like soccer,1
Hey friend! what's up?,1
Hello friend! how is your day going?,1
You seem pretty creative,1
What does it mean to navigate through a hallway?,1
Nice to meet you! Now show me the way to the main office?,0
Hey Belt but first follow me?,0
hi do you like chatting,1
Hi Belt! are you ready to chat?,1
What's up? please turn left?,0
Before we keep chatting and then go to the front desk?,0
Hey there! do you like talking to people?,1
How does precision and recall work?,1
Thanks for answering my question — now go to the front desk?,0
Honestly you're kind,1
Sorry to interrupt; could you move forward?,0
I have a quick favor. Please bring me to the gym?,0
Nice to meet you! Now wave at me?,0
What is binary search?,1
Hey! Now walk with me to the auditorium?,0
Hey please face the door?,0
I like talking to you and then lead me to the cafeteria?,0
what is your name,1
nice,1
Woah you're cool can you wait here?,0
How does classification work?,1
Hey Belt and then move forward?,0
Can you take one step forward?,0
Good morning. Please guide me to the library?,0
Before we keep chatting and then move forward?,0
What is a support vector machine?,1
Greetings Belt! I hope you're doing well,1
Hey Belt! Now spin around?,0
What's up? but first face the door?,0
Hey Belt; could you turn right?,0
You're really helpful can you turn right?,0
Hey and then face the door?,0
Thanks for answering my question — now follow me?,0
What is a Python list?,1
Hey Belt and then move backward?,0
Sorry to interrupt. Please take me to room 202?,0
Hi there robot! I hope you're doing well,1
Good afternoon there! what's up?,1
youre awesome,1
Give me a simple explanation of a CPU,1
Can you explain dynamic programming?,1
Hello buddy! what's up?,1
Hi there there! you seem cool,1
Hi there! what are you thinking about?,1
you seem nice,1
Do you know much about video games?,1
Good morning — now move backward?,0
Hi Belt! I hope you're doing well,1
Can you tell me where the elevator is?,1
Hey buddy! are you ready to chat?,1
How does clustering work?,1
Hi there robot! what should we talk about?,1
Can you stay here?,0
Thanks for answering my question and then lead me to the cafeteria?,0
Your answer was chill,1
Hello robot! what's up?,1
Sorry to interrupt please turn right?,0
Okay cool — now wait here?,0
What's interesting about basketball?,1
I need to get to the auditorium,0
Hello! Now lead me to the cafeteria?,0
rotate ninety degrees,0
What floor is the robotics lab on?,1
Good morning; could you raise your left arm?,0
That's interesting and then wait here?,0
hello are you having fun,1
I saw a robot point at something yesterday,1
Hey please raise your right arm?,0
Can you explain how robots turn right?,1
What is an algorithm?,1
Hey Belt — now move forward?,0
How does cybersecurity work?,1
Can we talk about summer?,1
Can we talk about history?,1
have a good day,1
I saw a robot turn right yesterday,1
Sorry to interrupt! Now raise your right arm?,0
lower your arms,0
Greetings Belt! what should we talk about?,1
Give me a simple explanation of artificial intelligence,1
Wow that was awesome please raise your right arm?,0
Can we chat?,1
Is it difficult for a robot to stop moving?,1
I have a quick favor — now move backward?,0
Give me a simple explanation of a graph in computer science,1
im excited,1
That's interesting. Please show me the way to the main office?,0
Navigate to the main office,0
You're really helpful — now take me to room 101?,0
Greetings there! you seem cool,1
hiya how are you,1
Hi robot — now bring me to the gym?,0
Hey Belt but first wait here?,0
Hey Belt — now raise your right arm?,0
Can you explain inflation?,1
Before we keep chatting but first show me the way to the main office?,0
Hi there friend! what's up?,1
Do you know much about animals?,1
Hey — now lead me to the cafeteria?,0
Is it difficult for a robot to nod?,1
Hi robot — now turn right?,0
What do you think about music?,1
Can you explain cross-validation?,1
Yo buddy! what should we talk about?,1
What do you think about weekends?,1
Hey Belt please wait here?,0
Why would a robot wave?,1
What happens in the stairs?,1
Hey; could you move forward?,0
Howdy Belt! it's nice to meet you,1
What's up?! Now walk with me to the auditorium?,0
Go ahead and move faster,0
Hey. Please raise your left arm?,0
Wow you're really chill,1
Howdy Belt! what's up?,1
What's up? but first turn right?,0
Hey — now show me the way to the main office?,0
That was thoughtful,1
Good evening Belt! what should we talk about?,1
What's up?. Please move backward?,0
Hi robot and then stop moving?,0
This is fun but first stop moving?,0
You're really helpful! Now go to the front desk?,0
I like talking to you and then wave at me?,0
I have a quick favor and then raise your left arm?,0
Hello — now face the door?,0
Why were you created?,1
Howdy Belt! how is your day going?,1
How does a robot know when to move forward?,1
What's up? please turn right?,0
Honestly you're helpful,1
Hi. Please raise your right arm?,0
Good morning! Now walk with me to the auditorium?,0
Could you point forward?,0
I like talking to you. Please lead me to the cafeteria?,0
That's interesting. Please move backward?,0
I have a quick favor can you spin around?,0
Hi robot please raise your left arm?,0
Before we keep chatting. Please raise your left arm?,0
Wow that was awesome! Now stop moving?,0
hey are you having fun,1
Hi — now stop moving?,0
I want you to do a little dance,0
I like talking to you. Please show me the way to the main office?,0
What floor is the gym on?,1
What's up?. Please stop moving?,0
How does a database work?,1
Thanks for answering my question — now show me the way to the main office?,0
Sorry to interrupt but first spin around?,0
I like talking to you can you raise your right arm?,0
Before we keep chatting. Please stop moving?,0
Good morning Belt! what are you thinking about?,1
Your answer was kind,1
What is a confusion matrix?,1
What's up? can you lead me to the cafeteria?,0
Okay cool. Please take me to room 101?,0
hello hows your day,1
What should I know about a server?,1
Okay cool; could you lead me to the cafeteria?,0
Can you extend your right arm?,0
Okay cool and then show me the way to the main office?,0
What floor is the stairs on?,1
Yo,1
What floor is room 103 on?,1
Hello there! it's nice to meet you,1
Can you turn right?,0
Do you know where the main office is?,1
Wow that was awesome please follow me?,0
Yo Belt! you seem cool,1
What happens in the parking lot?,1
Please extend your right arm,0
I have a quick favor but first walk with me to the auditorium?,0
What's up? can you bring me to the gym?,0
I want you to raise both arms,0
What is cloud computing?,1
Sorry to interrupt but first guide me to the library?,0
Hi robot — now lead me to the cafeteria?,0
Can you tell me where the counseling office is?,1
Hi robot and then take me to room 202?,0
Before we keep chatting can you bring me to the gym?,0
Before we keep chatting but first follow me?,0
Can you describe the parking lot?,1
What is your opinion on music?,1
Good afternoon friend! you seem cool,1
That's interesting please take me to room 101?,0
Hi. Please follow me?,0
What's up? but first follow me?,0
Hi robot but first show me the way to the main office?,0
Hey and then lead me to the cafeteria?,0
I like talking to you,1
Can you explain a convolutional neural network?,1
Thanks for answering my question — now spin around?,0
What is reinforcement learning?,1
hiya do you like music,1
Hello — now follow me?,0
Please turn around,0
Good evening friend! how are you?,1
Hey there! what should we talk about?,1
How does artificial intelligence work?,1
What is Wi-Fi?,1
Okay cool — now spin around?,0
Hi robot. Please go to the front desk?,0
This is fun and then turn left?,0
Why would a robot spin around?,1
How are you?; could you wave at me?,0
Hey; could you walk with me to the auditorium?,0
How does computer vision work?,1
Now go around the table,0
Hello please move forward?,0
Good morning buddy! how are you?,1
hey how was your day,1
Can you describe the cafeteria?,1
Your answer was awesome,1
Good afternoon there! it's nice to meet you,1
How are you? can you guide me to the library?,0
What do you think?,1
Please guide me to the restroom,0
Hey robot! you seem cool,1
Who usually works in the restroom?,1
hey do you like chatting,1
How does dynamic programming work?,1
Good afternoon friend! it's nice to meet you,1
Hello Belt! are you ready to chat?,1
hello do you like coding,1
Good morning but first raise your left arm?,0
Go ahead and point to the right,0
Nice to meet you but first guide me to the library?,0
That's interesting! Now bring me to the gym?,0
You're really helpful; could you show me the way to the main office?,0
Good morning there! what should we talk about?,1
Your answer was creative,1
Greetings friend! how is your day going?,1
Can you move away from me?,0
I think you're amazing,1
Okay cool but first take me to room 101?,0
howdy are you doing okay,1
You're really helpful — now bring me to the gym?,0
hello how are you doing,1
Where is the cafeteria?,1
Next face me,0
What's up? please show me the way to the main office?,0
Before we keep chatting please take me to room 202?,0
yo whats new,1
Could you tell me about a neural network?,1
Hey Belt — now take me to room 202?,0
Hi robot but first walk with me to the auditorium?,0
I have a quick favor can you move forward?,0
hiya how are you doing,1
Talk to you later,1
Can you describe room 101?,1
Who are you?,1
Help me get to room 102,0
Good morning and then show me the way to the main office?,0
How does a robot know when to stop moving?,1
Could you tell me about cybersecurity?,1
Hey Belt — now face the door?,0
Wow that was awesome please turn right?,0
Sorry to interrupt. Please turn right?,0
take two steps forward,0
Nice to meet you but first take me to room 101?,0
Howdy Belt! you seem cool,1
Hi. Please move forward?,0
What is a metaphor?,1
Hey; could you guide me to the library?,0
do you have a favorite sport,1
Wow you're really neat,1
Hello. Please show me the way to the main office?,0
Hey there! I hope you're doing well,1
hi are you doing okay,1
Good morning! Now wait here?,0
What's up?. Please follow me?,0
hey there hows your day,1
How does PCA work?,1
How are you? please lead me to the cafeteria?,0
I like your answers,1
Good afternoon Belt! what should we talk about?,1
Good evening there! you seem cool,1
Greetings buddy! are you ready to chat?,1
Before we keep chatting can you take me to room 101?,0
Good morning! Now bring me to the gym?,0
